review_profilename,beer_beerid,beer_name,beer_abv,beer_style,review_overall,review_aroma,review_appearance,review_palate,review_taste
Fish113d,3677,Tröegs Rugged Trail Nut Brown Ale,4.4,English Brown Ale,3.5,4.5,5.0,4.0,3.5
mikesgroove,42728,Harpoon Old Rusty's Red Rye Ale (100 Barrel Series #23),6.5,Rye Beer,4.0,4.0,4.0,4.0,4.0
grittybrews,19794,Mort Subite Blanche,4.5,Lambic - Fruit,4.0,4.0,4.0,3.5,4.0
Hoptometrist,14916,Hop Wallop,8.5,American Double / Imperial IPA,3.5,3.0,4.5,4.0,3.5
beerprovedwright,918,Foster's Lager,5.0,American Adjunct Lager,3.5,3.5,3.0,3.0,3.5
sfprint,37940,Benediktiner Pils,4.8,German Pilsener,4.0,3.5,3.5,3.5,4.0
jpro,63899,Silent Night,9.0,American Double / Imperial Stout,2.5,3.5,3.0,2.5,3.5
TheSevenDuffs,37447,Butler's Pale Ale,5.0,English Pale Ale,3.0,2.0,3.0,3.0,1.5
coachdonovan,53827,Local Harvest Ale,6.2,American Pale Ale (APA),4.0,3.5,4.0,4.5,4.0
bark,49276,Uppsala Julöl,3.5,Euro Dark Lager,2.0,3.0,4.0,2.5,2.0
AlCaponeJunior,46550,1888 Bock,5.1,Bock,3.5,3.0,4.0,3.5,3.5
arguemaniac,1018,Aecht Schlenkerla Rauchbier Weizen,5.2,Rauchbier,3.5,4.0,3.5,3.5,4.0
baconquest,22484,Hop Juice Double India Pale Ale,9.9,American Double / Imperial IPA,4.0,4.0,4.0,3.0,4.0
mikesgroove,53958,Cantillon Mamouche,5.0,Lambic - Fruit,4.5,4.5,4.5,5.0,4.5
vanrassel,1164,St. Andrew's Ale,4.6,Scottish Ale,4.0,4.0,4.0,4.0,4.0
beerhan,55939,Hoptimum Double IPA - Beer Camp #19,10.4,American Double / Imperial IPA,3.5,3.0,3.0,2.5,3.0
junjun,48413,Harpoon Leviathan - Big Bohemian Pilsner,9.0,American Double / Imperial Pilsner,4.5,4.5,3.5,4.0,4.0
Kvltbm,20478,Founders Harvest Ale,6.5,American IPA,4.0,4.0,4.0,4.0,4.0
larryi86,73289,Autumnation,6.8,Pumpkin Ale,3.5,3.5,4.5,4.0,3.5
airheadmtrcycle,607,Fat Tire Amber Ale,5.2,American Amber / Red Ale,4.0,4.0,4.0,4.0,4.0
Bananaman,2512,Chimay Grande Réserve (Blue),9.0,Belgian Strong Dark Ale,4.5,5.0,4.0,4.0,4.5
Bourre,2598,Four Towers IPA,6.2,American IPA,1.5,2.0,3.0,3.0,2.0
Stigs,42917,Bourbon Barrel Aged Winter Warmer,8.5,Winter Warmer,3.0,3.5,4.0,3.5,3.5
PorterLambic,27625,Drunk Monk Hefeweizen,5.5,Hefeweizen,4.5,4.5,4.0,4.5,4.5
seeswo,34312,Pannepot Reserva,10.0,Quadrupel (Quad),4.0,3.5,4.5,4.0,3.5
Buggabeer,27857,Old Leghumper,6.7,American Porter,5.0,4.5,4.5,5.0,5.0
halfP1NT,28248,Imperial Stout,9.0,Russian Imperial Stout,4.0,4.0,4.0,4.0,4.0
WanderingFool,60620,Hex,5.4,American Amber / Red Ale,4.0,4.0,3.5,4.0,3.5
JednoPivoProsim,1372,Maximus,8.2,American Double / Imperial IPA,4.0,3.5,4.5,4.0,3.5
thatguy3579,6590,Hazed & Infused,4.85,American Pale Ale (APA),4.5,3.5,4.0,4.0,3.5
regspeir,60078,My Antonia,7.5,American Double / Imperial Pilsner,4.0,4.0,4.0,4.0,4.5
WVbeergeek,22042,Terrapin Rye Squared,8.5,American Double / Imperial IPA,4.0,4.0,4.0,4.0,4.0
chumba526,42878,Trade Winds Tripel,8.1,Tripel,4.5,4.0,4.5,3.5,4.5
oberon,34306,Pannepot,10.0,Quadrupel (Quad),4.0,4.5,4.0,4.5,4.5
barleypopmaker,2355,Leinenkugel's Red,4.9,Vienna Lager,4.0,3.5,4.5,3.0,3.0
JoeyBeerBelly,3128,Long Trail Ale,4.6,Altbier,4.0,3.0,3.0,3.5,3.0
kmcnair,3158,Hop Rod Rye,8.0,Rye Beer,4.5,4.0,4.5,4.5,4.5
WoodBrew,1390,Busch Light,4.1,Light Lager,2.5,2.0,3.0,3.5,2.5
mattster,355,Dead Guy Ale,6.5,Maibock / Helles Bock,3.5,3.0,3.5,4.0,4.0
jctribe25,341,Black Cat,3.4,English Dark Mild Ale,4.5,4.5,4.0,4.0,4.5
BeerNinja007,27744,Willimantic Victorian Neighbor Ale,5.4,American Pale Ale (APA),3.5,3.0,3.5,3.0,3.5
brdc,10683,Leipziger Gose,4.6,Gose,4.5,3.5,3.5,4.0,4.0
billab914,8951,Oaked Arrogant Bastard Ale,7.2,American Strong Ale,4.0,4.5,4.0,4.0,4.5
amicar,722,St. Bernardus Tripel,8.0,Tripel,4.0,4.0,4.0,4.0,4.0
dual1246,171,Dos Equis Amber Lager,4.5,Vienna Lager,4.0,2.5,4.0,3.0,3.0
largadeer,64117,Jubiläumsbier 550 Jahre Burgkunstadt,5.5,Märzen / Oktoberfest,4.5,4.5,5.0,4.5,4.5
BearsWin,1093,Two Hearted Ale,7.0,American IPA,5.0,5.0,5.0,5.0,5.0
Wisconsinality,43981,Primo,4.65,American Adjunct Lager,3.0,2.5,2.5,2.0,2.0
barleywinebrewer,1894,Druid Fluid,9.5,American Barleywine,3.5,4.0,4.5,4.0,3.5
warnerry,32620,SurlyFest,6.0,Rye Beer,4.0,4.0,4.5,4.0,4.0
DrainBamage,232,Corona Extra,4.6,American Adjunct Lager,2.5,4.0,2.5,2.5,3.5
stjarnflikka,3016,Nils Oscar Imperial Stout,7.0,Russian Imperial Stout,4.0,3.5,4.5,4.0,4.0
gabedivision,25608,Saranac Pumpkin Ale,5.4,Pumpkin Ale,4.0,4.0,3.0,3.5,3.5
orbitalr0x,26100,Surly Klaus Oak-aged Porter,7.5,American Porter,4.0,4.5,4.0,4.0,4.0
MuenchenerKindl,14505,God Jul,8.5,English Porter,4.0,4.0,4.0,4.0,4.0
chemmie,42914,Brooklyn Keller Helles,5.0,Keller Bier / Zwickel Bier,3.0,2.5,3.5,4.0,2.5
ClockworkOrange,776,Samichlaus Bier,14.0,Doppelbock,4.0,4.0,4.0,4.0,4.5
roller,67,14'ER ESB,5.13,Extra Special / Strong Bitter (ESB),3.5,3.0,4.0,3.5,3.5
HopHog22,18305,DreamWeaver Wheat,4.8,Hefeweizen,5.0,4.5,4.0,4.0,5.0
santafr0g,1390,Busch Light,4.1,Light Lager,3.5,1.0,1.5,3.0,2.0
schusterbauer,1904,Sierra Nevada Celebration Ale,6.8,American IPA,4.0,4.0,3.5,4.5,4.5
kevinl6,361,Brutal Bitter Ale,5.8,American IPA,3.0,5.0,4.5,5.0,3.5
Gyle41386,36872,General Sherman IPA,7.5,American IPA,4.0,3.5,4.5,4.0,3.5
pheurton,5045,8 Ball Stout,6.3,Oatmeal Stout,4.5,4.0,4.5,4.0,4.0
wheatyweiss,45659,Leinenkugel's Classic Amber,4.9,American Amber / Red Lager,3.0,2.5,3.0,3.0,2.5
MoreThanWine,142,Ommegang (Abbey Ale),8.5,Dubbel,4.5,4.5,4.0,4.5,4.5
dirtylou,22527,471 IPA,9.2,American Double / Imperial IPA,4.0,3.5,3.5,4.0,4.0
thierrynantes,2564,The Tanner's Jack,4.4,English Pale Ale,3.0,3.0,3.5,3.0,3.0
smcolw,34069,Brooklyn Winter Ale,6.0,Scottish Ale,3.5,3.5,3.0,4.5,3.5
pwoods,52518,Saint Arnold Divine Reserve #8,9.3,Scotch Ale / Wee Heavy,3.5,3.5,4.0,4.5,3.5
poratfinklives,273,Double Bag,7.2,Altbier,4.5,4.5,4.5,4.0,4.0
PokerGod,2652,Summit Great Northern Porter,5.6,American Porter,2.0,4.0,4.0,1.5,2.0
BeerBuilder,5963,Fantôme Saison D'Erezée - Automne,8.0,Saison / Farmhouse Ale,3.5,3.0,4.0,3.5,3.5
djeucalyptus,64089,Infinium,10.3,Bière de Champagne / Bière Brut,3.0,3.0,4.5,3.5,3.0
Viking,39,Alpha King Pale Ale,6.0,American Pale Ale (APA),4.5,4.5,3.5,4.5,4.5
Hoagie1973,1942,Scotch Ale,7.0,Scotch Ale / Wee Heavy,3.0,4.0,3.0,3.0,3.5
jwinship83,38488,Harvest Ale,5.6,Extra Special / Strong Bitter (ESB),3.5,3.5,4.0,4.0,4.0
ToasterChef,575,Samuel Smith's Old Brewery Pale Ale,5.0,English Pale Ale,3.5,3.0,3.5,3.5,4.0
TheManiacalOne,2386,Gritty McDuff's Scottish Ale,6.3,Scottish Ale,4.0,4.0,4.0,3.5,3.5
sidetracked,48583,Baumé,7.0,American Stout,4.0,4.0,4.0,4.0,4.0
plaid75,613,Julius Echter Hefe-Weissbier Hell,4.9,Hefeweizen,4.0,4.0,5.0,4.0,4.0
jfitzy78,9582,The Raven Special Lager,5.5,Euro Pale Lager,5.0,4.0,4.0,4.0,3.5
tpd975,36188,LTD Series - 02,6.4,Maibock / Helles Bock,4.0,3.0,3.0,4.0,3.0
adam42381,52855,Raging Bitch Belgian-Style IPA,8.3,Belgian IPA,4.0,4.0,4.0,4.0,4.0
ADR,2512,Chimay Grande Réserve (Blue),9.0,Belgian Strong Dark Ale,4.0,4.5,4.0,4.0,4.0
rajendra82,34688,Long Hammer IPA,6.5,American IPA,4.0,3.0,4.0,3.5,3.5
Gavage,6747,India Pale Ale,6.0,American IPA,4.0,3.5,3.5,4.0,3.5
ColdPoncho,4073,Founders Pale Ale,5.4,American Pale Ale (APA),4.0,4.0,4.0,4.0,4.0
granger10,30961,Integrity IPA,7.2,American IPA,4.5,4.5,4.0,4.0,4.5
CrazyDavros,49650,Nugget Single Hop IPA,6.9,American IPA,3.5,3.5,4.0,4.0,3.5
peabody,1657,XP Pale Ale,5.5,American Pale Ale (APA),4.0,3.5,4.0,4.0,3.5
philphilphil,2945,Steinlager,5.0,Euro Pale Lager,3.0,3.0,3.0,2.5,3.0
Onibubba,42943,Lips Of Faith - Le Fleur Misseur?,6.5,Belgian Pale Ale,4.0,4.0,3.5,4.0,3.5
saintwarrick,4847,König Ludwig Weiss (Royal Bavarian Hefe-Weizen),5.5,Hefeweizen,4.0,4.5,4.0,3.5,3.5
hefevice,30,Trois Pistoles,9.0,Belgian Strong Dark Ale,4.5,4.5,4.0,4.5,4.5
Jmamay22,695,Duvel,8.5,Belgian Strong Pale Ale,4.5,4.5,4.5,4.0,4.0
Goregazm,90,Stone Smoked Porter,5.9,American Porter,4.5,5.0,5.0,4.0,5.0
BBM,1330,Stroh's,4.6,American Adjunct Lager,3.0,2.0,2.5,3.0,2.5
Fish113d,9755,Double White Ale,6.7,Witbier,4.5,4.0,4.5,3.5,4.0
BlackJeremiah,8543,Southampton Imperial Baltic Porter,7.5,Baltic Porter,4.0,3.5,4.0,4.0,4.5
tempest,42084,Devil Over A Barrel - Bourbon Barrel-Aged Coffee Imperial Oatmeal Porter,8.0,American Porter,4.0,4.0,4.0,4.5,4.0
nickd717,39267,Noel De Calabaza,9.0,Belgian Strong Dark Ale,4.0,4.0,4.5,4.0,4.5
scottoale,641,Eye of the Hawk,8.0,American Strong Ale,3.5,3.5,4.0,3.5,4.0
bierenutz,8951,Oaked Arrogant Bastard Ale,7.2,American Strong Ale,4.0,4.0,4.0,4.0,4.0
bruachan,1256,Paulaner Hefe-Weissbier Naturtrüb,5.5,Hefeweizen,3.5,3.0,4.0,3.5,3.5
Derek,1115,Lion Stout,8.8,Foreign / Export Stout,4.5,3.5,4.0,3.5,4.0
Patrick999,9086,120 Minute IPA,18.0,American Double / Imperial IPA,3.0,5.0,5.0,4.5,4.0
farrago,1751,O'Hara's Irish Stout,4.3,Irish Dry Stout,4.0,4.0,4.0,3.5,3.5
karst,1504,Okocim Porter,8.1,Baltic Porter,5.0,4.5,5.0,4.5,4.5
david18,626,La Trappe Dubbel (Koningshoeven / Dominus),7.0,Dubbel,3.5,4.0,4.5,3.5,4.0
DagFishHead,1128,Old Heathen Imperial Stout,8.0,Russian Imperial Stout,4.0,4.0,3.5,4.0,4.5
alleykatking,3338,Cadillac Mountain Stout,6.7,American Stout,4.5,4.0,4.0,4.0,4.5
CascadeConan,14431,Fat Scotch Ale,9.0,Scotch Ale / Wee Heavy,3.0,3.0,3.5,3.0,3.5
beerphilosopher,16439,Talon - True Style Barley Wine Ale,10.5,American Barleywine,3.5,3.5,4.5,3.5,4.0
terrabyte,31412,Mad Town Nut Brown,5.5,American Brown Ale,3.5,3.5,4.0,3.5,3.5
jasonjlewis,21061,Pook's Pilsner,5.3,German Pilsener,3.0,2.5,3.0,3.0,2.5
rvdoorn,73453,Eer & Geweten (Honor & Conscience),11.0,American Double / Imperial Stout,5.0,4.5,5.0,4.5,5.0
Vdubb86,62792,Splinter Black,11.0,American Double / Imperial Stout,4.0,3.5,4.0,3.5,3.5
schoolboy,6108,60 Minute IPA,6.0,American IPA,4.0,3.5,4.0,4.0,4.0
Gash,7284,YuleSmith (Summer),8.5,American Double / Imperial IPA,4.0,4.0,4.5,3.5,4.0
jcalabre,1608,Bornem Dubbel,7.0,Dubbel,2.5,3.0,3.0,3.0,3.0
Herrbrokt,266,Kingfisher Premium Lager,4.8,American Pale Lager,4.0,2.5,2.5,3.5,3.0
illidurit,34284,Duck-Rabbit Barleywine Ale,11.0,English Barleywine,3.5,4.5,3.5,4.0,4.0
DIM,20897,Coffee Porter,6.0,English Porter,4.0,4.5,4.5,4.5,4.0
mithrascruor,30423,Avant Garde,7.0,Bière de Garde,4.0,3.5,4.0,4.5,3.5
hoppheadIPA,88,Stone IPA (India Pale Ale),6.9,American IPA,4.0,4.5,4.5,4.5,4.0
UnionMade,15898,Yorkshire Pub Ale,4.2,English Bitter,5.0,4.0,4.5,4.5,4.0
Brez07,68958,Best Of Beer Camp: Double IPA - Beer Camp #29,8.5,American Double / Imperial IPA,4.0,4.0,3.5,4.0,4.0
grub,7978,Fantôme Saison D'Erezée - Hiver,8.0,Saison / Farmhouse Ale,3.5,3.5,4.0,4.0,3.5
biglite351,32385,XS Imperial Porter,8.2,American Porter,2.0,2.0,4.0,3.5,2.0
paytoplay,1160,Stone Imperial Russian Stout,10.5,Russian Imperial Stout,4.0,4.5,4.5,4.0,4.0
ummswimmin,46368,Bolita Brown Double Nut Brown Ale,9.0,English Brown Ale,4.0,4.0,4.0,3.5,4.0
Cozzatoad,1946,Franziskaner Hefe-Weisse,5.0,Hefeweizen,4.0,3.5,4.0,4.5,3.5
CooperEllis,61736,Old Neighborhood Oatmeal Porter,5.5,American Porter,3.5,3.5,3.5,3.5,3.5
draknurd,1213,Doggie Style Classic Pale Ale,5.5,American Pale Ale (APA),1.5,1.5,3.5,2.0,1.0
HappyHourHero,21804,Smuttynose Wheat Wine (Big Beer Series),10.7,Wheatwine,2.0,3.5,3.5,3.5,3.0
IPAescotch,4109,Troegenator Double Bock,8.2,Doppelbock,4.0,3.5,4.0,3.0,3.0
CJfromPhilly,1385,Delirium Tremens,8.5,Belgian Strong Pale Ale,4.5,4.0,4.0,4.0,4.0
zimm421,1014,Sunrise Weiss,5.7,Hefeweizen,4.5,4.0,4.5,4.0,4.5
vfgccp,28877,Beer Geek Breakfast,7.5,American Double / Imperial Stout,4.5,5.0,4.5,5.0,4.5
NEhophead,4686,Belle Vue Kriek,5.2,Lambic - Fruit,3.5,3.5,3.0,4.0,3.5
Globetrotter,22271,Wurmhöringer Märzen,4.9,Märzen / Oktoberfest,4.0,4.0,3.5,3.5,3.5
joepais,672,Chimay Première (Red),7.0,Dubbel,4.0,3.5,3.5,3.5,3.0
Marcus6679,695,Duvel,8.5,Belgian Strong Pale Ale,4.5,4.5,5.0,4.0,4.5
WeezyBoPeep,794,Bell's Amber Ale,5.8,American Amber / Red Ale,5.0,4.5,4.0,4.5,5.0
BBM,1243,Wild Goose India Pale Ale,6.1,English India Pale Ale (IPA),2.5,3.0,3.5,3.0,2.5
tavernjef,703,Murphy's Irish Stout,4.0,Irish Dry Stout,4.5,3.5,4.5,5.0,4.0
DrJay,19960,Founders KBS (Kentucky Breakfast Stout),11.2,American Double / Imperial Stout,4.5,4.0,4.5,4.5,4.5
brentk56,1830,Out Of Bounds Stout,6.3,Irish Dry Stout,3.5,4.0,4.5,3.0,4.0
shiftypenguin,2010,Bell's Java Stout,7.5,American Double / Imperial Stout,4.5,4.0,4.5,4.5,4.5
gpcollen1,2963,Blonde Doppelbock,7.8,Doppelbock,4.0,3.5,3.5,4.0,4.0
hiikeeba,48969,2009 Correction Ale,6.33,American IPA,4.0,3.5,4.0,3.5,4.0
charlzm,4083,Stone Ruination IPA,7.7,American Double / Imperial IPA,4.0,4.0,3.5,3.5,4.0
JizackFH,2886,Northwind Imperial Stout,9.1,Russian Imperial Stout,3.5,3.5,4.0,4.0,3.5
schuyhigh,49283,Red Brick Brown Ale,6.0,American Brown Ale,4.0,3.5,4.0,3.5,4.0
MMansfield,29070,Alexander Keith's Red Amber Ale,5.0,American Amber / Red Ale,3.0,2.5,3.0,3.0,3.0
andyo,10672,Bourbon County Brand Stout,14.5,American Double / Imperial Stout,4.5,4.5,4.5,5.0,4.5
bonsreeb85,3158,Hop Rod Rye,8.0,Rye Beer,4.0,5.0,4.5,4.0,5.0
DaPeculierDane,3375,Chief BlackHawk Porter,5.6,American Porter,4.5,4.0,4.0,4.0,4.0
KChurch86,54904,Samuel Adams Noble Pils,4.9,Czech Pilsener,4.0,4.0,4.0,3.5,4.0
HockeytownBrew,31425,Hacker-Pschorr Münchner Gold,5.5,Munich Helles Lager,4.0,3.5,3.5,3.5,3.5
OWSLEY069,1256,Paulaner Hefe-Weissbier Naturtrüb,5.5,Hefeweizen,3.5,3.0,3.5,3.5,3.0
Stocean1,49872,Mill Street Lemon Tea Ale,4.9,Herbed / Spiced Beer,3.5,3.5,3.5,3.5,3.5
BierFan,781,Samuel Smith's Organically Produced Ale,5.0,English Pale Ale,4.5,3.0,3.0,4.0,4.0
erosier,364,Half-E-Weizen,4.8,Witbier,4.0,4.0,4.0,4.0,4.5
dbruce86,12302,Reutberger Export Hell,5.1,Dortmunder / Export Lager,3.0,3.0,3.0,3.0,3.0
skillerified,35790,Stormcloud IPA,6.0,American IPA,4.5,4.0,4.5,4.0,4.0
jwillcourt,909,Killian's Irish Red,4.9,American Amber / Red Lager,2.5,2.5,2.5,2.5,2.5
SkunkWorks,59369,Stone 14th Anniversary Emperial IPA,8.9,American Double / Imperial IPA,4.0,4.0,4.0,4.0,3.5
billab914,35805,Heavy Seas - Holy Sheet (Über Abbey Ale),9.0,Belgian Strong Dark Ale,3.5,3.5,3.0,4.0,4.0
schoolteacher,6108,60 Minute IPA,6.0,American IPA,3.5,4.5,4.0,3.5,3.5
dingo,867,Birra Moretti,4.6,Euro Pale Lager,3.0,2.0,3.0,3.0,3.0
sawbones420,32631,Brooklyn Summer Ale,5.0,English Pale Ale,4.5,3.5,3.5,4.0,4.0
smibroncos,611,Hop Ottin' IPA,7.0,American IPA,4.0,4.0,5.0,4.0,5.0
Brad007,43538,Summer Draft Odd Notion 2008,4.7,American Pale Ale (APA),3.5,3.5,3.0,3.5,3.5
scoobybrew,1253,Michelob Light,4.3,Light Lager,2.5,1.5,2.5,2.0,2.0
UTCengOwl,73427,Blaecorn Unidragon,12.5,Russian Imperial Stout,4.5,4.0,3.5,5.0,4.5
mdwalsh,55382,Collaboration No. 1 - Imperial Pilsner,8.0,American Double / Imperial Pilsner,3.5,4.0,4.5,3.5,4.0
mattcrill,991,Autumnal Fire,7.8,Doppelbock,4.0,4.0,4.0,4.0,4.0
biboergosum,2417,Michelob Honey Lager,4.9,American Amber / Red Lager,4.0,3.5,3.5,4.0,3.5
ndekke39,40484,Founders Ambrosia Tart,9.0,Fruit / Vegetable Beer,4.5,4.5,4.5,4.5,5.0
brewandbbq,65325,Tramp Stamp,7.0,Belgian IPA,4.0,4.5,4.0,4.0,4.0
Gueuzedude,1947,Kriekbier,6.0,Fruit / Vegetable Beer,3.0,3.5,4.0,4.0,3.5
Jason,120,Pick Axe IPA,6.2,American IPA,4.0,3.5,4.0,3.5,4.0
sweemzander,13825,Cantillon Lou Pepe - Framboise,5.0,Lambic - Fruit,4.0,4.5,4.5,4.5,4.5
beerwolf77,64775,Long Break Bitter,3.9,English Bitter,4.0,3.5,4.5,3.5,3.5
GCBrewingCo,1802,Hapkin,8.5,Belgian Strong Pale Ale,4.0,4.5,4.0,4.0,4.0
lordofthewiens,2575,Val-Dieu Brune,8.0,Dubbel,4.5,4.0,4.5,4.0,4.5
klewis,6533,Olde School Barleywine,15.04,American Barleywine,3.0,3.5,3.5,3.5,3.5
mltobin,9086,120 Minute IPA,18.0,American Double / Imperial IPA,3.0,4.0,4.0,3.5,3.5
macster,12322,Mojo IPA,7.2,American IPA,4.0,4.0,4.0,3.5,4.0
BoitSansSoif,40885,Queue De Charrue Triple,9.0,Tripel,3.5,3.0,3.5,2.5,2.5
jeffjeff1,266,Kingfisher Premium Lager,4.8,American Pale Lager,3.0,3.0,3.0,3.0,3.0
bonbright7,34972,Blue Point No Apologies Imperial IPA,10.0,American Double / Imperial IPA,4.0,4.0,4.0,4.5,4.5
goatgoat,24810,Kodiak IPA,7.0,American IPA,4.5,4.5,4.0,4.5,4.5
Tilley4,30471,Oktoberfest Lager,5.8,Märzen / Oktoberfest,2.5,2.0,4.0,3.0,2.0
JMad,55564,Red Chair NWPA,6.4,American Pale Ale (APA),4.0,4.0,4.0,4.0,3.5
wagenvolks,44749,Sierra Nevada Chico Estate Harvest Wet Hop Ale (2008),6.7,American IPA,4.5,4.0,4.5,5.0,4.5
Thorpe429,61877,Tocobaga Red Ale,7.4,American Amber / Red Ale,4.5,4.5,4.5,4.5,4.0
soju6,6745,Schlafly Hefeweizen,4.4,American Pale Wheat Ale,3.5,3.0,3.5,3.5,3.5
SamN,571,Samuel Smith's Oatmeal Stout,5.0,Oatmeal Stout,4.0,4.0,4.0,4.5,3.5
jradams76,47695,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout,9.4,Russian Imperial Stout,4.0,4.5,4.0,4.0,4.0
loobear,65524,Shiner 102 Double Wheat,6.2,American Pale Wheat Ale,4.0,4.0,3.0,4.0,4.0
nickd717,54888,Oude Tart,7.5,Flanders Red Ale,4.0,4.0,4.0,4.0,4.5
prototypic,38488,Harvest Ale,5.6,Extra Special / Strong Bitter (ESB),4.5,4.0,4.0,4.0,4.0
EnojysAnyBeer,571,Samuel Smith's Oatmeal Stout,5.0,Oatmeal Stout,4.5,4.0,5.0,4.0,4.0
davexisxrabid,45576,Bombshell Blonde,5.25,American Blonde Ale,4.5,4.5,4.0,3.5,3.5
mcowgill,4849,Red Rack Ale,5.5,Extra Special / Strong Bitter (ESB),4.0,3.5,3.5,3.5,3.5
mbunje,12013,Yeti Imperial Stout,9.5,Russian Imperial Stout,4.0,4.5,4.5,4.5,4.0
Kudashov,31613,Old Viscosity,10.0,American Double / Imperial Stout,5.0,4.0,5.0,5.0,5.0
kojevergas,62237,Duff Extra,5.0,American Adjunct Lager,2.0,2.0,2.5,1.5,2.0
Genghis22,2751,Racer 5 India Pale Ale,7.0,American IPA,4.0,3.5,4.0,2.5,3.5
32hoss32,3951,ApriHop,7.0,American IPA,3.5,4.5,4.0,4.0,4.0
jporf911,23371,Gordon Biersch Hefeweizen,5.5,Hefeweizen,2.0,2.5,3.5,3.5,1.5
superspak,8322,New Holland The Poet,5.2,Oatmeal Stout,4.0,3.5,4.0,4.0,4.0
Beerenauslese,18199,Insanity,11.1,English Barleywine,4.0,4.5,4.0,4.0,4.5
JimiG,19956,Blonde Lager,4.8,Munich Helles Lager,5.0,3.5,3.5,4.0,4.5
Enola,27514,Samuel Adams Brown Ale,5.35,English Brown Ale,3.0,3.5,4.0,3.0,3.0
Wasatch,38470,Stone Sublimely Self-Righteous Ale,8.7,American Black Ale,4.5,4.5,4.5,4.5,4.5
bonkers,41815,Parabola,12.5,Russian Imperial Stout,4.5,4.5,4.0,4.0,4.5
nhindian,18430,MoonShot Beer,4.8,Light Lager,1.5,1.0,1.5,1.5,1.5
DarkerTheBetter,26384,Braumeister Harvest Pils,6.1,German Pilsener,3.5,4.0,4.0,3.5,3.5
mattcrill,40671,New Holland Night Tripper,10.8,American Double / Imperial Stout,2.5,3.0,2.5,2.5,2.5
johnnnniee,33644,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,Russian Imperial Stout,4.5,4.5,4.5,5.0,4.5
gabe23,760,Weihenstephaner Kristallweissbier,5.4,Kristalweizen,4.5,3.5,4.5,4.0,4.0
Yoonisaykul,39435,Punk IPA,6.0,American IPA,4.5,5.0,4.0,4.0,4.0
JayMooch1,35738,Hop Stoopid,8.0,American Double / Imperial IPA,5.0,4.5,4.0,4.5,4.5
fsvan,103,Samuel Adams Summer Ale,5.3,American Pale Wheat Ale,2.5,3.0,4.0,4.0,2.0
WakeandBake,1823,Labatt Blue Light,4.0,Light Lager,3.0,2.5,3.0,2.5,3.0
mynie,48953,Acai Berry Wheat,4.0,Fruit / Vegetable Beer,4.0,3.0,2.5,3.0,3.5
MuenchenerKindl,11724,Maibock,7.5,Maibock / Helles Bock,4.5,4.0,3.5,3.5,4.5
Phyl21ca,58938,Barbarossa,4.8,Roggenbier,3.5,3.5,3.5,3.5,4.0
cokes,37112,Le Merle,7.9,Saison / Farmhouse Ale,4.5,4.5,4.5,4.5,4.0
jibbyvonjibb,674,Westmalle Trappist Dubbel,7.0,Dubbel,4.5,4.5,4.0,3.5,4.5
Adamdc,6076,Flower Power India Pale Ale,7.5,American IPA,4.0,4.0,4.0,3.5,3.5
beerman21,41750,Floating Rock Hefeweizen,4.2,Hefeweizen,3.0,3.0,3.0,3.5,3.0
horndecker,80,Organic Münster Alt,5.1,Altbier,3.5,3.5,3.0,4.0,3.5
cbleary,1320,Bud Light,4.2,Light Lager,2.0,2.0,2.0,2.0,1.5
laintringulis,228,Great Lakes Dortmunder Gold,5.8,Dortmunder / Export Lager,4.5,3.5,3.5,4.5,4.0
sinistrsam,2347,Delirium Noël,10.0,Belgian Strong Dark Ale,4.0,4.0,3.5,4.0,4.0
beerman207,21324,Hop Hog India Pale Ale,7.9,American IPA,4.0,3.5,3.5,4.0,4.0
GallowsThief,63755,Harpoon Oak Aged Dunkel (100 Barrel Series #34),5.7,Munich Dunkel Lager,4.0,3.5,4.0,3.5,4.0
Vvall,580,Miller High Life,5.0,American Adjunct Lager,3.0,2.0,2.5,2.5,3.0
JoEBoBpr,8951,Oaked Arrogant Bastard Ale,7.2,American Strong Ale,4.5,4.0,4.0,4.5,4.5
Mora2000,47998,Old Bat Rastard,9.1,Winter Warmer,4.0,3.5,4.0,4.0,4.0
OttoPeeWee,656,Tripel Karmeliet,8.4,Tripel,4.0,4.5,4.5,4.0,4.5
67cuda,1119,Redhook ESB,5.77,Extra Special / Strong Bitter (ESB),3.5,3.5,4.0,3.0,3.5
ChopperSmith,47265,W'09 Belgian Style Ale,6.5,Belgian Pale Ale,3.5,3.0,3.0,3.0,3.5
orsulacp,17060,Hercules Double IPA,10.0,American Double / Imperial IPA,4.5,3.5,3.5,4.5,4.5
GCBrewingCo,33200,Roxy Rolles,5.1,American Amber / Red Ale,4.0,4.0,3.5,4.0,3.5
emerge077,20915,Subzero Barrel-Aged Barleywine,12.0,American Barleywine,3.5,4.5,4.0,4.5,4.0
siege06nd,61100,King Henry,13.4,English Barleywine,4.5,5.0,4.5,4.5,4.5
GCBrewingCo,8798,W. J. King Merry Ale,6.5,Winter Warmer,3.5,4.0,4.0,4.0,4.0
donkeyrunner,67951,Atwater VJ Black,11.0,Russian Imperial Stout,4.5,4.5,4.5,3.0,4.5
