review_profilename,beer_beerid,beer_name,beer_abv,beer_style,review_overall,review_aroma,review_appearance,review_palate,review_taste,km_labels
BZero007,412,Old Rasputin Russian Imperial Stout,9.0,Russian Imperial Stout,4.0,4.0,5.0,3.5,4.5,10
BEERchitect,1696,Trappistes Rochefort 8,9.2,Dubbel,5.0,4.5,4.5,4.5,5.0,1
BretSikkink,6815,8th Street Ale,5.0,English Pale Ale,4.0,3.5,4.0,3.5,3.5,0
farrago,16807,Pere Jacques,8.0,Dubbel,3.5,4.5,3.0,3.5,3.5,5
gopens44,691,Calico Copper Amber Ale,5.0,American Amber / Red Ale,4.0,4.0,4.0,4.0,4.5,3
sublimesipping,9325,McKenzie Light Lager,3.5,Light Lager,3.5,3.5,3.5,3.5,3.5,0
goblet,46970,Smuttynose Gravitation (Big Beer Series),12.0,Quadrupel (Quad),4.5,4.0,4.0,4.0,4.5,3
pasadoit,58713,Witty,5.4,Witbier,4.0,3.0,3.0,3.0,2.0,9
jimdkc,5,Amber,4.5,Vienna Lager,4.0,3.5,3.0,3.0,3.0,4
bsp77,1944,Spaten Münchner Hell (Premium Lager),5.2,Munich Helles Lager,4.0,3.5,4.0,3.5,3.5,0
barefootbrewer,42075,Pine Belt Pale Ale,6.5,American Pale Ale (APA),4.0,4.5,4.5,4.0,4.0,10
Risser09,1009,Old Horizontal,11.0,American Barleywine,4.0,2.0,4.5,3.5,4.5,7
LittleDon,3439,Moylander Double IPA,8.5,American Double / Imperial IPA,4.5,4.0,4.5,4.0,4.5,10
stoutfiend27,21364,Old Boardhead Barleywine Ale,9.0,American Barleywine,4.5,4.0,3.5,4.0,4.5,3
sommersb,4028,Theakston XB,4.6,Extra Special / Strong Bitter (ESB),4.0,4.0,4.0,4.0,4.0,5
henrysunset,2751,Racer 5 India Pale Ale,7.0,American IPA,4.5,4.5,4.5,4.0,4.5,1
TheManiacalOne,1012,St. Victorious,7.6,Doppelbock,4.5,4.0,4.0,4.5,4.0,3
rhoadsrage,1385,Delirium Tremens,8.5,Belgian Strong Pale Ale,3.5,4.0,4.5,3.5,4.0,10
daryk77,44749,Sierra Nevada Chico Estate Harvest Wet Hop Ale (2008),6.7,American IPA,4.5,4.5,4.5,4.5,4.0,1
ZAP,17925,Sommerzeit Hefe Weizen,4.5,Hefeweizen,3.5,4.0,4.0,3.5,3.5,0
cdoublev,2249,In-Heat Wheat,4.7,Hefeweizen,4.0,4.0,3.5,4.0,4.0,5
goodspeed94,10672,Bourbon County Brand Stout,14.5,American Double / Imperial Stout,4.0,4.5,4.0,4.0,4.5,3
malcontent,35134,Pecan Harvest Ale,5.0,American Brown Ale,4.0,3.5,3.5,3.0,3.0,4
pezoids,358,XS Imperial India Pale Ale,9.5,American Double / Imperial IPA,4.5,4.5,2.5,5.0,5.0,3
DJButters,2557,Cantillon Rosé De Gambrinus,5.0,Lambic - Fruit,4.0,4.0,4.5,4.0,4.0,10
JunkYardJake,788,Brooklyn Pilsner,5.1,German Pilsener,3.5,3.5,4.0,4.0,3.5,0
liamt07,74272,The Bruery / Elysian / Stone La Citrueille Celeste De Citracado,5.0,Pumpkin Ale,3.5,4.5,4.0,3.5,3.5,5
rdrummer,16728,East Kent IPA,7.2,English India Pale Ale (IPA),4.5,4.0,4.0,4.0,4.0,3
tapman,56738,Moon Man,5.0,American Pale Ale (APA),5.0,5.0,5.0,4.0,5.0,1
DrewZ926,3833,AleSmith Speedway Stout,12.0,American Double / Imperial Stout,4.5,4.0,4.0,4.5,4.5,3
CHSLBrew,2508,Maredsous 8 - Dubbel,8.0,Dubbel,4.5,4.0,4.0,4.0,4.5,3
jethrodium,68781,Hop Grenade,4.8,American IPA,3.5,3.5,4.0,3.5,3.5,0
thagr81us,38700,Brooklyner-Schneider Hopfen-Weisse,8.5,Weizenbock,4.0,3.5,3.5,4.0,4.0,7
jrallen34,58482,Verboten,5.9,Belgian Pale Ale,2.5,3.5,4.0,3.0,2.5,8
joekfsu,41043,Double Dead Guy Ale,9.0,American Strong Ale,4.0,3.5,4.0,3.0,4.0,0
gpogo,30423,Avant Garde,7.0,Bière de Garde,4.0,4.5,4.0,3.5,4.0,5
HopDerek,3500,Cohoho Imperial IPA,8.0,American Double / Imperial IPA,4.0,4.5,4.0,4.0,4.0,5
Naerhu,8556,Sapporo Edelpils,5.0,German Pilsener,5.0,5.0,5.0,5.0,5.0,1
JizackFH,56761,30th Anniversary - Fritz And Ken's Ale,9.2,American Double / Imperial Stout,4.0,3.5,4.5,4.0,4.0,7
jdg204,1575,Great Lakes Commodore Perry IPA,7.5,English India Pale Ale (IPA),4.5,4.0,4.5,4.5,4.5,1
BeerFMAndy,71301,Rye Whiskey Barrel-Aged Maximilian,11.0,Russian Imperial Stout,4.5,4.5,4.0,4.5,4.5,3
Jason,49,Tremont Winter Ale,7.2,Winter Warmer,3.5,3.0,4.0,3.5,3.0,0
buschbeer,15813,Great Lakes Blackout Stout,9.0,Russian Imperial Stout,5.0,4.5,4.5,5.0,4.5,1
SkeeterHawk,2131,Coopers Best Extra Stout,6.3,Foreign / Export Stout,3.5,4.0,3.0,3.0,4.0,6
msnow34,42237,Saint Hubbins Abbey,6.5,Belgian Pale Ale,3.0,3.5,4.0,4.0,3.0,0
NJpadreFan,1666,Zywiec Beer,5.7,Euro Pale Lager,1.5,2.0,2.0,1.5,1.5,2
EmilNoldSinclair,34,La Fin Du Monde,9.0,Tripel,5.0,5.0,4.0,5.0,5.0,1
kzoobrew,104,Samuel Adams Boston Lager,4.9,Vienna Lager,4.0,4.0,4.0,4.0,4.0,5
northyorksammy,5845,American Ale,5.0,American Pale Ale (APA),3.5,3.5,3.5,3.0,3.0,4
rickdiaz,1276,Coors,5.0,American Adjunct Lager,3.0,2.0,3.0,2.5,2.0,9
lumikuuro,25179,Baldwin And Cooper's Best Bitter,5.5,Extra Special / Strong Bitter (ESB),5.0,4.5,5.0,5.0,5.0,1
DrunkMcDermott,818,St. Georgenbräu  Keller Bier,4.9,Keller Bier / Zwickel Bier,3.5,2.5,3.0,3.0,3.0,9
beerthulhu,50331,15th Anniversary Wood Aged,10.0,American Double / Imperial IPA,3.0,3.5,4.5,3.5,3.5,0
Goldorak,26065,L'abus D'anges Heureux,6.0,Belgian Pale Ale,3.0,3.5,4.0,2.5,3.0,4
Walken,36382,Bad Penny Brown Ale,5.2,English Brown Ale,4.5,4.5,4.0,4.5,4.5,3
GPHarris,9689,White Rascal,5.6,Witbier,4.0,4.0,4.0,4.0,4.0,5
rdub,1904,Sierra Nevada Celebration Ale,6.8,American IPA,4.5,4.5,4.5,4.5,4.5,1
chugalug06,45552,Fresh Hop Mirror Pond,5.0,American Pale Ale (APA),2.0,3.0,2.0,3.5,2.0,9
SiriusAth,44091,Ommegang Rouge,5.5,Flanders Red Ale,4.0,4.5,4.0,4.0,4.5,3
CuriousMonk,11247,Oak Creek Amber Ale,5.5,American Amber / Red Ale,3.5,3.0,3.5,3.5,3.5,6
IHasaFlavaFlav,51896,Epic Armageddon,6.66,American IPA,4.5,4.5,4.5,4.0,5.0,1
grub,1068,Saint Arnold Christmas Ale,7.0,Winter Warmer,4.0,4.0,3.5,3.5,4.0,5
bum732,60768,Terrapin So Fresh & So Green Green,6.6,American IPA,3.5,3.0,4.5,4.0,4.0,7
tbeckett,17085,Midnight Sun Espresso Stout,6.2,American Stout,4.0,3.0,2.5,2.5,3.5,4
Thorpe429,56780,Pannepot Wild,10.0,Quadrupel (Quad),4.0,3.5,4.0,3.5,4.0,7
patobandito,47360,Samuel Adams Imperial Stout,9.2,Russian Imperial Stout,3.5,4.0,4.5,3.5,3.0,0
WVbeergeek,21816,Gorges Smoked Porter,7.5,American Porter,4.0,4.5,4.0,4.0,4.0,5
mynie,64089,Infinium,10.3,Bière de Champagne / Bière Brut,3.5,3.5,4.5,3.5,3.5,0
earthboundagain,67023,The Grand Wazoo,11.5,American Wild Ale,3.5,3.5,4.0,4.0,4.0,7
CMW,2269,N'Ice Chouffe,10.0,Belgian Strong Dark Ale,2.5,4.0,4.5,4.0,3.0,0
Portertime,1555,Ebulum Elderberry Black Ale,6.5,Scottish Gruit / Ancient Herbed Ale,3.5,4.5,4.0,3.5,4.5,5
warmstorage,40060,Lust,11.5,Belgian Strong Dark Ale,5.0,4.0,4.5,4.5,5.0,1
chaduvel,15550,Off-(trap)Piste Belgian-Style Grand Cru,9.5,Belgian Strong Dark Ale,4.0,3.5,4.5,4.0,4.0,7
ThirstyBird,9157,Bink Blond,5.5,Belgian Pale Ale,4.0,4.0,3.5,4.0,3.5,5
steveh,72382,Laughing Fox,4.5,Kristalweizen,4.0,4.0,4.0,4.0,4.0,5
schoolteacher,9760,Extra Lager Rouge,5.2,Fruit / Vegetable Beer,4.0,4.5,4.0,4.0,4.5,3
eduardolinhalis,656,Tripel Karmeliet,8.4,Tripel,4.0,5.0,3.5,4.0,5.0,3
vitesse,2243,People's Porter,4.5,American Porter,3.5,3.5,2.5,3.0,3.5,4
semibaked,47918,Atwater Cherry Stout,6.5,American Stout,2.0,4.0,4.5,2.5,2.5,8
hunteraw,43147,Alligator American Style Beer,4.6,American Pale Ale (APA),3.5,3.0,2.5,4.0,3.0,6
metter98,58873,Field Mouse's Farewell,7.0,Saison / Farmhouse Ale,4.0,3.5,4.0,4.5,4.0,7
juzy,776,Samichlaus Bier,14.0,Doppelbock,3.5,4.0,4.5,4.0,4.0,10
JasonA,43738,Krampus (Imperial Helles Lager),9.0,American Double / Imperial Pilsner,4.5,4.5,4.0,4.0,4.5,3
TheHammer,22205,Premium Lager,5.1,German Pilsener,3.5,3.0,3.0,3.5,3.5,6
CHADMC3,49449,Dunkel Weiss,6.4,Dunkelweizen,3.5,3.5,3.5,3.0,3.0,4
johnd513,1287,Bell's Porter,5.6,American Porter,3.5,3.5,4.0,3.5,4.0,0
Pencible,41002,Josephs Brau Winterfest,7.5,Doppelbock,3.5,4.0,3.5,3.0,4.0,5
brow1901,3558,Sierra Nevada Summerfest Lager,5.0,Czech Pilsener,4.0,3.5,3.0,4.0,4.0,6
younger35,36686,Charlie (JLS Release #22),8.5,American Strong Ale,4.0,4.0,4.0,4.0,4.0,5
Hollenbeck2,26233,Fresh Hop Pale Ale,6.1,American Pale Ale (APA),4.0,4.0,4.0,4.0,4.0,5
BEERchitect,8045,Trappist Achel 8° Bruin,8.0,Dubbel,4.5,4.5,4.5,4.5,4.0,1
tugdriver7,31295,Honeygo Lite,3.6,American Blonde Ale,4.0,2.5,3.0,3.0,3.0,9
bluejacket74,43905,Stone Cali-Belgique,6.9,Belgian IPA,4.0,4.0,4.5,4.0,4.0,10
Bitterbill,1119,Redhook ESB,5.77,Extra Special / Strong Bitter (ESB),3.5,3.0,3.5,4.0,3.5,6
gueuzeonhigh,1128,Old Heathen Imperial Stout,8.0,Russian Imperial Stout,4.0,3.0,4.0,4.0,3.5,7
IronDjinn,3659,Cantillon Lou Pepe - Kriek,5.0,Lambic - Fruit,3.5,4.0,4.0,3.5,4.0,5
BuckeyeNation,9777,Terrapin Golden Ale,5.0,Cream Ale,4.0,3.5,3.5,3.5,4.0,6
JOaikido,45819,Chipie,5.0,American Pale Ale (APA),4.0,3.0,4.5,4.0,3.5,7
Pittsburgh,1351,Yuengling Traditional Lager,4.4,American Amber / Red Lager,5.0,3.0,3.0,3.5,3.0,6
Digimaika2,63821,John Hopkins IPA,6.0,American IPA,4.0,4.0,4.0,3.5,3.5,5
brentk56,46205,X-114 IPA,6.2,American IPA,3.5,4.0,4.0,3.5,4.0,5
Noxious26,283,Sierra Nevada Stout,5.8,American Stout,4.0,4.0,4.5,3.0,4.0,10
jbertsch,60078,My Antonia,7.5,American Double / Imperial Pilsner,4.5,4.5,5.0,4.5,4.5,1
jujubeast6000,27371,AleSmith Grand Cru Ale,10.0,Belgian Strong Dark Ale,2.0,3.0,3.0,2.0,3.0,8
AllFineThings,39334,Big Eddy Russian Imperial Stout,9.5,Russian Imperial Stout,4.0,4.0,4.0,4.0,4.5,3
jiggahertz,57252,Samuel Adams Latitude 48 IPA,6.0,American IPA,4.0,3.5,4.5,3.5,4.0,7
mltobin,42434,Saison Rue,8.5,Saison / Farmhouse Ale,4.0,4.5,4.0,4.0,4.0,5
philbertk,45991,Pike Auld Acquaintance Hoppy Holiday Ale,5.5,Winter Warmer,3.0,2.0,3.5,3.0,3.0,9
LennyV,59,Allagash White,5.2,Witbier,5.0,5.0,4.5,4.5,4.5,1
mjyoung,46961,Oatgoop,10.4,American Barleywine,3.5,3.0,4.0,4.0,3.5,0
CRJMellor,7672,Unfiltered Wheat,5.0,American Pale Wheat Ale,2.0,2.5,3.0,2.5,2.0,8
glid02,1373,Lagunitas Imperial Stout,9.9,Russian Imperial Stout,3.0,3.0,3.5,3.5,3.5,4
morimech,20815,Winter Warmer,8.0,Scotch Ale / Wee Heavy,4.0,4.0,4.0,4.5,3.5,5
TheKingofWichita,703,Murphy's Irish Stout,4.0,Irish Dry Stout,3.5,3.0,3.5,3.5,3.5,6
garcia2a,56973,Shakespeare Oatmeal Stout,6.1,Oatmeal Stout,4.0,4.5,4.0,4.0,4.5,3
curasowa,1003,Golden Monkey,9.5,Tripel,2.0,4.0,4.0,3.0,2.0,8
jzeilinger,52855,Raging Bitch Belgian-Style IPA,8.3,Belgian IPA,4.0,3.5,4.0,4.0,4.5,7
dfried,21541,Iron Horse Stout,4.5,American Stout,4.5,3.5,4.0,3.5,4.5,7
Daniellobo,73099,Sorachi Ace Single Hop Strongman Pale Ale,9.0,English Pale Ale,4.5,4.0,4.0,4.5,4.5,3
mntlover,18198,Heresy,8.0,Russian Imperial Stout,3.0,4.0,4.0,3.0,3.5,0
orbitalr0x,1158,Pride & Joy Mild Ale,5.0,American Pale Ale (APA),4.5,4.0,4.0,4.0,4.0,3
lacqueredmouse,38079,Petra 10%,10.0,American Malt Liquor,1.0,2.0,2.5,1.5,1.0,2
Morris729,6170,Abbaye De Floreffe Double,6.3,Dubbel,4.0,4.0,4.5,4.0,4.0,10
cnally,52042,Wee Mac Brown,5.4,Scottish Ale,4.0,3.5,3.5,4.0,4.5,7
jakester,1904,Sierra Nevada Celebration Ale,6.8,American IPA,4.5,3.5,4.0,4.5,4.5,3
Gmann,37477,Sierra Nevada Anniversary Ale (2007-2009),5.9,American IPA,3.5,4.0,3.5,3.5,3.5,0
Hojaminbag,1717,Saison Dupont,6.5,Saison / Farmhouse Ale,4.5,4.5,4.0,4.0,4.5,3
CHADMC3,16509,De Dolle Extra Export Stout,9.0,Foreign / Export Stout,4.0,4.0,4.0,3.5,4.5,5
jdhilt,17140,Kapuziner Schwarz-Weizen,5.4,Dunkelweizen,4.0,3.0,4.0,3.5,3.5,7
dedrinker,6477,Mad Anthony's APA,5.5,American Pale Ale (APA),3.0,2.5,3.0,3.0,2.0,9
WVbeergeek,19589,Lagunitas PILS (Czech Style Pilsner),6.2,Czech Pilsener,4.0,3.0,4.0,3.5,3.5,7
Bookseeb,2986,Hale's Irish Style Nut Brown Ale,4.2,English Brown Ale,3.0,3.0,3.0,4.0,3.0,4
MoreThanWine,513,Tall Tale Pale Ale,5.9,American Pale Ale (APA),4.0,3.5,4.0,3.5,4.0,7
lackenhauser,23540,Avery Anniversary Ale - Twelve (Saison Ale),7.6,Saison / Farmhouse Ale,1.5,2.5,3.5,3.0,1.5,8
micromaniac129,2619,Tröegs Pale Ale,5.4,American Pale Ale (APA),4.5,3.5,4.0,4.0,4.0,7
bminor7,7712,Lindemans Faro Lambic,4.2,Faro,4.0,3.5,4.0,4.0,4.5,7
ColForbinBC,59987,Summer Love,5.2,American Blonde Ale,4.0,3.5,3.0,4.0,4.5,6
TheSarge,1798,Boddingtons Pub Ale,4.7,English Pale Ale,2.5,1.0,4.5,2.5,2.5,8
Anthony1,9171,Pangaea,7.0,Belgian Strong Pale Ale,3.5,4.0,4.0,3.5,4.0,5
sethmeister,19667,Heavy Seas - Peg Leg (Imperial Stout),8.0,Russian Imperial Stout,4.0,3.5,3.5,2.5,3.5,4
DoktaHops,88,Stone IPA (India Pale Ale),6.9,American IPA,5.0,5.0,4.5,4.5,4.5,1
raszputini,51942,'t Gaverhopke Extra,12.0,Belgian Strong Dark Ale,3.5,3.5,3.5,3.5,4.0,6
andrewroush,131,Ayinger Celebrator Doppelbock,6.7,Doppelbock,4.5,4.0,4.5,4.5,4.5,1
Cisco619,7597,Pure Hoppiness,8.0,American Double / Imperial IPA,4.0,4.5,4.0,4.0,4.0,5
travduke,47102,Full Throttle Double IPA,9.1,American Double / Imperial IPA,3.5,4.0,3.5,4.0,3.5,5
BilbosNuts,22790,Blind Pig IPA,6.1,American IPA,4.5,4.5,4.5,4.5,4.0,1
CampusCrew,52414,Akevitt Porter (Barrel-Aged Porter),10.0,American Porter,5.0,4.5,5.0,4.5,4.5,1
Stinkypuss,1608,Bornem Dubbel,7.0,Dubbel,4.5,3.5,4.0,4.0,4.0,7
kpantz,1161,Indian Brown Ale,7.2,American Brown Ale,3.5,3.5,4.0,4.0,4.0,7
flexabull,2486,Brother Adam's Bragget Ale,11.8,Braggot,4.0,3.5,4.0,4.5,3.5,7
AltBock,24905,Founders Curmudgeon (Old Ale),9.8,Old Ale,3.5,4.0,4.0,4.0,4.0,5
nhindian,66646,Perc E Bust,6.0,American Porter,4.0,4.0,3.5,4.0,4.5,3
Shaggy9356,19960,Founders KBS (Kentucky Breakfast Stout),11.2,American Double / Imperial Stout,4.5,5.0,4.5,5.0,5.0,1
DavoleBomb,55342,Mongo,8.5,American Double / Imperial IPA,3.5,3.5,4.0,3.5,3.5,0
jabocu,6101,Cottonwood Pumpkin Spiced Ale,4.5,Pumpkin Ale,3.5,4.5,3.0,4.0,4.0,5
AleWynch,353,Mocha Porter,5.3,American Porter,3.0,3.0,4.0,3.5,3.0,0
Ricochet,311,Harpoon IPA,5.9,American IPA,3.0,3.0,3.5,4.0,4.0,6
tar,39,Alpha King Pale Ale,6.0,American Pale Ale (APA),3.5,4.5,4.5,3.5,4.0,10
googoo1212,28001,Michelob Ultra Amber,4.2,Light Lager,2.0,2.5,3.5,3.0,1.5,8
bonkers,66113,Exit 9,9.0,American Amber / Red Ale,4.0,4.0,4.5,4.0,4.0,10
weeare138,799,Radeberger Pilsner,4.8,German Pilsener,4.0,4.0,4.0,3.5,4.0,5
thetomG,23459,Unplugged Enigma,5.5,Fruit / Vegetable Beer,4.0,4.0,4.0,4.5,4.0,3
Billolick,2686,Marzen,5.3,Märzen / Oktoberfest,2.5,3.0,2.5,3.0,2.5,9
timtim,50276,Fleur,7.0,Belgian Pale Ale,4.0,4.0,4.0,4.0,4.5,3
russpowell,1086,Kodiak Brown Ale,5.0,American Brown Ale,4.0,3.5,2.0,3.5,3.0,6
ggaughan,32859,Gandavum Dry Hopping,7.5,Belgian Pale Ale,4.0,4.0,3.5,4.0,4.5,3
Stacy53,49003,Demolition,7.2,Belgian Pale Ale,3.5,3.0,3.5,3.5,4.0,6
dmarch,356,Imperial Stout,11.0,Russian Imperial Stout,4.5,4.5,5.0,4.5,5.0,1
far333,577,Samuel Smith's Winter Welcome Ale,6.0,Winter Warmer,3.5,3.5,3.5,4.0,4.0,6
KAP1356,15813,Great Lakes Blackout Stout,9.0,Russian Imperial Stout,4.0,4.5,4.0,4.0,4.0,5
Shumista,53872,Firestone 13 - Anniversary Ale,12.0,American Strong Ale,5.0,5.0,4.5,5.0,5.0,1
abuliarose,25656,Pale Ale,5.8,American Pale Ale (APA),3.5,3.5,4.5,3.0,3.0,0
shand,45086,Sah'tea,9.0,Sahti,4.0,5.0,3.5,4.0,4.0,5
athensbeermaster,43491,Stone 12th Anniversary Bitter Chocolate Oatmeal Stout,9.2,American Double / Imperial Stout,4.0,3.5,5.0,4.0,4.0,10
BeerResearcher,1741,Mississippi Mud Black & Tan,5.0,Black & Tan,3.0,2.0,4.0,3.0,3.0,9
TastyTaste,20206,Duck-Rabbit Brown Ale,5.6,American Brown Ale,4.0,3.5,4.0,2.5,4.0,0
leedorham,52366,Guinness Extra Stout (Canada),5.0,Irish Dry Stout,3.0,2.5,3.0,2.5,3.5,9
Phatz,588,Yuengling Premium Beer,4.4,American Pale Lager,3.5,3.0,3.0,3.0,3.0,4
Bitterbill,57269,LongShot Lemon Pepper Saison,6.4,Saison / Farmhouse Ale,3.0,3.5,3.5,3.5,3.0,4
bditty187,1053,Moosehead Lager,5.0,American Pale Lager,3.0,2.5,4.0,3.0,3.0,4
cvstrickland,57492,Pale Ale,7.3,American Pale Ale (APA),4.5,4.0,4.0,4.0,4.0,3
kenbroowthenoow,2454,Reverend James,4.5,English Pale Ale,4.5,3.5,4.0,4.0,4.5,7
Urbancaver,42203,Cascade Apricot Ale,8.5,Lambic - Fruit,4.0,4.5,4.0,4.0,4.0,5
jdhilt,8280,Bink Bruin,5.5,Belgian Dark Ale,3.5,4.0,4.0,3.5,3.5,0
Chaney,30282,Brother Thelonious,9.4,Belgian Strong Dark Ale,2.5,3.0,3.5,2.5,2.5,8
Dmann,21700,Stone Old Guardian Barley Wine Style Ale 2005,11.26,American Barleywine,4.5,4.0,4.5,4.5,4.5,1
jifigz,47748,Spaten Dunkel,5.5,Munich Dunkel Lager,3.5,3.5,3.0,3.5,4.0,6
flanmedic51,1822,Smithwick's Ale,4.5,Irish Red Ale,4.5,3.5,4.0,4.5,4.5,3
bryehn,3970,Kronenbourg 1664,5.9,Euro Pale Lager,3.5,2.5,3.0,3.5,2.5,9
Bitterbill,20500,John Barleycorn Barleywine Ale,11.0,American Barleywine,3.5,3.5,4.0,4.0,3.5,0
mjw06,2729,India Pale Ale (IPA),6.5,American IPA,4.0,3.5,3.5,3.5,3.5,6
BamaBeerBuff,19216,Oak Aged Yeti Imperial Stout,9.5,Russian Imperial Stout,4.0,4.5,5.0,4.5,4.0,10
zuggy9,88,Stone IPA (India Pale Ale),6.9,American IPA,4.5,4.5,4.0,4.0,4.5,3
mzwolinski,1692,Poperings Hommel Bier,7.5,Belgian IPA,4.5,3.5,4.5,4.0,4.0,7
velosuds,32432,Total Domination IPA,6.7,American IPA,4.0,3.5,4.0,4.0,4.5,7
ccrida,21892,Vinter Varmer,6.4,Winter Warmer,4.5,4.5,4.5,4.0,4.5,1
hero27,2010,Bell's Java Stout,7.5,American Double / Imperial Stout,4.5,5.0,4.5,4.5,5.0,1
Todd,13770,Rock Green Light,3.7,Light Lager,1.0,2.0,2.0,1.0,2.0,2
WalterSobchak,702,Juniper Pale Ale,5.3,Herbed / Spiced Beer,4.0,4.0,3.0,4.0,4.0,6
shivtim,1774,Köstritzer Schwarzbier,4.8,Schwarzbier,4.0,3.0,4.0,3.5,3.5,7
LittleDon,59900,Ballsmack!!! Baltic Porter,6.7,Baltic Porter,4.5,4.5,5.0,5.0,4.5,1
SubpoenaDeuces,22227,Supplication,7.0,American Wild Ale,5.0,4.5,5.0,4.5,5.0,1
oberon,6377,Cropton's Calamity Ale / Uncle Sam's Bitter,4.4,English Bitter,4.5,4.5,3.5,3.5,4.0,5
jrallen34,60068,Lips Of Faith - Imperial Berliner Style Weisse,7.0,Berliner Weissbier,3.5,4.0,3.5,3.0,4.0,5
Absumaster,73,Young's Double Chocolate Stout,5.2,Milk / Sweet Stout,4.0,3.0,3.5,3.5,4.0,6
jwc215,16807,Pere Jacques,8.0,Dubbel,4.0,3.5,3.5,4.0,4.0,7
Gueuzedude,1169,Nut Brown Ale,5.3,English Brown Ale,4.0,4.0,4.0,4.0,4.5,3
shand,46367,Warmer Winter Winter Warmer,10.0,Old Ale,4.0,4.0,4.5,4.0,3.5,10
beerdown77,2222,Cream City Pale Ale,5.68,American Pale Ale (APA),4.0,3.5,3.5,3.5,4.0,6
Musition12,53266,Pursuit Of Hoppiness,8.0,American Amber / Red Ale,4.5,3.5,4.0,3.5,4.0,7
pootz,2779,Asahi Super Dry,5.0,Japanese Rice Lager,2.0,1.0,1.5,1.0,1.0,2
mavbrew,1904,Sierra Nevada Celebration Ale,6.8,American IPA,4.0,4.0,4.0,4.0,4.5,3
Jettanbass9,18198,Heresy,8.0,Russian Imperial Stout,3.0,4.0,4.0,3.0,4.0,0
sholland119,44968,Rye Hopper,5.9,Rye Beer,3.5,4.0,4.0,3.5,3.5,0
gatornation,4877,Karlovacko,5.0,Czech Pilsener,3.0,3.0,4.0,3.0,3.0,4
azagthoth,46418,Partridge In A Pear Tree,11.0,Quadrupel (Quad),4.0,4.5,4.5,4.0,4.5,10
GClarkage,4367,Summer Honey Ale,4.7,American Pale Ale (APA),4.0,4.5,3.5,4.0,4.5,3
PicoPapa,2751,Racer 5 India Pale Ale,7.0,American IPA,4.5,4.5,3.5,4.0,4.0,3
cvstrickland,42533,Sierra Nevada Southern Hemisphere Harvest Fresh Hop Ale,6.7,American IPA,4.0,4.0,4.0,4.0,4.5,3
GossageBrewery,429,Pilsner Urquell,4.4,Czech Pilsener,4.0,3.5,4.5,4.0,4.0,7
Cylinsier,41547,Carib Ginger Shandy,1.2,Herbed / Spiced Beer,2.5,2.5,3.0,2.5,3.0,9
Flyer,36838,Avery Anniversary Ale - Fourteen,9.46,Belgian Strong Dark Ale,3.5,3.0,3.5,3.5,4.0,6
Kadonny,43614,Gruut Belgian Wit Bier,5.0,Witbier,3.5,3.5,3.5,3.0,3.5,4
augustgarage,55692,Jubel 2010 (Once A Decade Ale),10.0,American Strong Ale,4.0,4.0,3.0,4.0,4.0,6
purplehops,2077,S.O.B. (Special Old Bitter Ale),5.5,Extra Special / Strong Bitter (ESB),4.0,4.0,4.0,4.0,4.5,3
beerboy21,3567,Paienne,5.0,American Blonde Ale,3.5,4.0,3.5,3.0,3.0,4
crusian,62653,Commercial Suicide,3.3,English Dark Mild Ale,4.0,3.5,2.0,2.5,3.5,4
wl0307,36702,Natural Blonde,4.0,English Pale Ale,4.0,4.0,3.5,4.0,3.5,5
jrallen34,34536,Dark 'n Curvy,5.5,Dunkelweizen,4.5,3.5,2.0,4.0,4.5,6
Slatetank,3523,Éphémère (Apple),5.5,Fruit / Vegetable Beer,3.0,4.0,3.5,3.5,3.5,0
dezfrukwan,5737,Elephant Hill Hefeweizen,4.0,Hefeweizen,4.0,3.5,4.0,4.0,5.0,3
morimech,31255,Odell Double Pilsner,8.1,American Double / Imperial Pilsner,3.0,2.0,4.0,4.0,2.5,9
schusterbauer,27265,Bell's Wheat Love,7.7,Wheatwine,2.5,3.0,3.5,3.0,2.5,8
chaz01,50740,Session Black Lager,5.4,Schwarzbier,4.0,4.0,3.5,3.5,4.0,5
stanZ,73,Young's Double Chocolate Stout,5.2,Milk / Sweet Stout,5.0,4.5,4.0,4.0,5.0,1
Thorpe429,56716,Exit 16,8.2,American Double / Imperial IPA,5.0,4.0,4.0,5.0,4.5,1
vanrassel,799,Radeberger Pilsner,4.8,German Pilsener,4.0,4.0,3.5,3.5,4.0,5
ZorPrime,693,Shipyard IPA,5.8,English India Pale Ale (IPA),4.0,3.5,4.0,3.5,4.0,7
TurdFurgison,39588,Special Edition - Imperial IPA,7.5,American Double / Imperial IPA,3.5,3.0,3.5,3.0,3.0,4
injuredreserve,13896,Great Lakes Oktoberfest,6.5,Märzen / Oktoberfest,4.0,3.5,3.5,4.0,4.0,7
mdm46410,10433,Porter,5.2,American Porter,4.0,4.0,3.0,3.5,3.5,6
superdedooperboy,1560,Hurricane Reef Pale Ale,5.1,American Pale Ale (APA),4.0,3.5,3.0,3.0,3.0,4
yapi,155,Gulden Draak (Dark Triple),10.5,Belgian Strong Dark Ale,4.0,4.0,4.0,4.0,4.5,3
beernut7,3800,Concord IPA,6.0,American IPA,4.5,4.5,4.0,4.0,4.5,3
BigIrishman,56761,30th Anniversary - Fritz And Ken's Ale,9.2,American Double / Imperial Stout,4.5,4.0,4.0,5.0,4.5,3
